1,340,1,NULL,1:4355,1153917410
1,341,1,NULL,1:4353,1153917410
1,27840,5460,NULL,1:56710,1153917411
1,27840,5492,NULL,1:56711,1153917411
1,27840,5588,NULL,1:56714,1153917411
1,27840,5620,NULL,1:56715,1153917411
1,28481,17735,NULL,1:56866,1153917411
1,353,1,NULL,1:46096,1153917410
1,352,1,NULL,1:4345,1153917410
1,351,1,NULL,1:4347,1153917410
1,350,1,NULL,1:4349,1153917410
1,342,1,NULL,1:4351,1153917410
1,27840,5524,NULL,1:56712,1153917411
1,27840,5556,NULL,1:56713,1153917411
1,28481,25117,NULL,1:56869,1173974727
1,28481,25097,NULL,1:56870,1173974727
1,354,1,NULL,1:46097,1153917410
1,28481,17748,NULL,1:56867,1153917411
1,28481,17768,NULL,1:56868,1153917411
1,237,1,1:4330,1:4331,1153917410
1,238,1,1:4332,1:4333,1153917410
1,239,1,1:4334,1:4335,1153917410
1,240,1,1:4336,1:4337,1153917410
1,241,1,1:4338,1:4339,1153917410
1,242,1,1:4340,1:4341,1153917410
1,243,1,1:4342,1:4343,1153917410
1,244,1,1:4344,NULL,1153917410
1,245,1,1:4346,NULL,1153917410
1,246,1,1:4348,NULL,1153917410
1,247,1,1:4350,NULL,1153917410
1,248,1,1:4352,NULL,1153917410
1,249,1,1:4354,NULL,1153917410
1,27,42,NULL,1:4356,1153917410
1,116,42,NULL,1:4357,1153917410
1,27,43,NULL,1:4358,1153917410
1,116,43,NULL,1:4359,1153917410
1,27,44,NULL,1:4360,1153917410
1,116,44,NULL,1:4361,1153917410
1,27840,5428,NULL,1:56709,1153917411
1,27840,5396,NULL,1:56708,1153917411
1,27840,5364,NULL,1:56707,1153917411
1,27840,5332,NULL,1:56706,1153917411
1,27840,5300,NULL,1:56705,1153917411
1,27840,5268,NULL,1:56704,1153917411
1,27840,5236,NULL,1:56703,1153917411
1,27840,5204,NULL,1:56702,1153917411
1,27840,5172,NULL,1:56701,1153917411
1,27840,5140,NULL,1:56700,1153917411
1,27840,5108,NULL,1:56699,1153917411
1,27840,5076,NULL,1:56698,1153917411
1,27840,5044,NULL,1:56697,1153917411
1,27840,5011,NULL,1:56696,1153917411
1,27840,4977,NULL,1:56695,1153917411
1,27840,4975,NULL,1:56694,1153917411
1,27840,4943,NULL,1:56693,1153917411
1,27840,4910,NULL,1:56692,1153917411
1,27840,4876,NULL,1:56691,1153917411
1,27840,4842,NULL,1:56690,1153917411
1,27840,4809,NULL,1:56689,1153917411
1,27840,4775,NULL,1:56688,1153917411
1,27840,4739,NULL,1:56687,1153917411
1,27840,4707,NULL,1:56686,1153917411
1,27839,18530,NULL,1:44489,1174547993
1,27839,18565,NULL,1:44488,1174547993
1,27839,18598,NULL,1:44487,1174547993
1,27839,18631,NULL,1:44486,1174547993
1,27839,18664,NULL,1:44485,1174547993
1,27839,18697,NULL,1:44484,1174547993
1,27839,18730,NULL,1:44483,1174547993
1,27839,18763,NULL,1:44482,1174547993
1,27839,18796,NULL,1:44481,1174547993
1,27839,18830,NULL,1:44480,1174547993
1,27839,18863,NULL,1:44479,1174547993
1,27839,18896,NULL,1:44478,1174547993
1,27839,18929,NULL,1:44477,1174547993
1,27839,18963,NULL,1:44476,1174547993
1,27839,18998,NULL,1:44475,1174547993
1,27839,19033,NULL,1:44474,1174547993
1,27839,19066,NULL,1:44473,1174547993
1,27839,19099,NULL,1:44472,1174547993
1,27839,19132,NULL,1:44471,1174547993
1,27839,19165,NULL,1:44470,1174547993
1,27839,19198,NULL,1:44469,1174547993
1,27839,19231,NULL,1:44468,1174547993
1,27839,19264,NULL,1:44467,1174547993
1,27839,19298,NULL,1:44466,1174547993
1,27839,19331,NULL,1:44465,1174547993
1,27839,19364,NULL,1:44464,1174547993
1,27839,19397,NULL,1:44463,1174547993
1,27839,19431,NULL,1:44462,1174547993
1,27839,19464,NULL,1:44461,1174547993
1,27839,19500,NULL,1:44460,1174547993
1,27839,19532,NULL,1:44459,1174547993
1,27839,19564,NULL,1:44458,1174547993
1,27839,11209,NULL,1:32772,1174547991
1,27839,11242,NULL,1:32771,1174547991
1,27839,11275,NULL,1:32770,1174547991
1,27839,11308,NULL,1:32769,1174547991
1,27839,11342,NULL,1:32768,1174547991
1,27839,11375,NULL,1:32767,1174547991
1,27839,11408,NULL,1:32766,1174547991
1,27839,11441,NULL,1:32765,1174547991
1,27839,11475,NULL,1:32764,1174547991
1,27839,11510,NULL,1:32763,1174547991
1,27839,11545,NULL,1:32762,1174547991
1,27839,11578,NULL,1:32761,1174547991
1,27839,11611,NULL,1:32760,1174547991
1,27839,11644,NULL,1:32759,1174547991
1,27839,11077,NULL,1:32776,1174547991
1,27839,11110,NULL,1:32775,1174547991
1,27839,11143,NULL,1:32774,1174547991
1,27839,11176,NULL,1:32773,1174547991
1,27839,11677,NULL,1:32758,1174547991
1,28481,20733,NULL,1:57041,1153917411
1,28481,20720,NULL,1:57040,1153917411
1,28481,20700,NULL,1:57039,1153917411
1,28481,20685,NULL,1:57038,1153917411
1,28194,2993,NULL,1:56755,1153917411
1,28194,2961,NULL,1:56754,1153917411
1,28194,2929,NULL,1:56753,1153917411
1,28194,2897,NULL,1:56752,1153917411
1,28194,2865,NULL,1:56751,1153917411
1,28194,2833,NULL,1:56750,1153917411
1,28194,2801,NULL,1:56749,1153917411
1,28194,2769,NULL,1:56748,1153917411
1,28194,2737,NULL,1:56747,1153917411
1,28194,2705,NULL,1:56746,1153917411
1,28194,2673,NULL,1:56745,1153917411
1,28194,2641,NULL,1:56744,1153917411
1,28194,2609,NULL,1:56743,1153917411
1,28194,2577,NULL,1:56742,1153917411
1,28481,17715,NULL,1:56865,1153917411
1,28481,17702,NULL,1:56864,1153917411
1,28481,17682,NULL,1:56863,1153917411
1,28481,25196,NULL,1:56862,1173974727
1,28481,25216,NULL,1:56861,1173974727
1,28481,17636,NULL,1:56860,1153917411
1,28481,17616,NULL,1:56859,1153917411
1,27380,1,NULL,1:46209,1153917410
1,27388,1,NULL,1:46210,1153917410
1,28481,20665,NULL,1:57037,1153917411
1,28481,20652,NULL,1:57036,1153917411
1,28481,20632,NULL,1:57035,1153917411
1,28481,20619,NULL,1:57034,1153917411
1,28481,20599,NULL,1:57033,1153917411
1,28481,20584,NULL,1:57032,1153917411
1,28481,20564,NULL,1:57031,1153917411
1,28481,20549,NULL,1:57030,1153917411
1,28481,20529,NULL,1:57029,1153917411
1,28481,20516,NULL,1:57028,1153917411
1,28481,20496,NULL,1:57027,1153917411
1,28481,20483,NULL,1:57026,1153917411
1,28481,20463,NULL,1:57025,1153917411
1,28481,20450,NULL,1:57024,1153917411
1,28481,20430,NULL,1:57023,1153917411
1,28481,20417,NULL,1:57022,1153917411
1,28481,20397,NULL,1:57021,1153917411
1,28481,20384,NULL,1:57020,1153917411
1,28481,20364,NULL,1:57019,1153917411
1,28481,20351,NULL,1:57018,1153917411
1,28481,20331,NULL,1:57017,1153917411
1,28481,20318,NULL,1:57016,1153917411
1,28481,20298,NULL,1:57015,1153917411
1,28481,20285,NULL,1:57014,1153917411
1,28481,20265,NULL,1:57013,1153917411
1,28481,20252,NULL,1:57012,1153917411
1,28481,20232,NULL,1:57011,1153917411
1,28481,20219,NULL,1:57010,1153917411
1,28481,20199,NULL,1:57009,1153917411
1,28481,20186,NULL,1:57008,1153917411
1,28481,20166,NULL,1:57007,1153917411
1,28481,20153,NULL,1:57006,1153917411
1,28481,20133,NULL,1:57005,1153917411
1,28481,20120,NULL,1:57004,1153917411
1,28481,20100,NULL,1:57003,1153917411
1,28481,20087,NULL,1:57002,1153917411
1,28481,20067,NULL,1:57001,1153917411
1,28481,20054,NULL,1:57000,1153917411
1,28481,20034,NULL,1:56999,1153917411
1,28481,20021,NULL,1:56998,1153917411
1,28481,20001,NULL,1:56997,1153917411
1,28481,19988,NULL,1:56996,1153917411
1,28481,19968,NULL,1:56995,1153917411
1,28481,19955,NULL,1:56994,1153917411
1,28481,19935,NULL,1:56993,1153917411
1,28481,19922,NULL,1:56992,1153917411
1,28481,19902,NULL,1:56991,1153917411
1,28481,19889,NULL,1:56990,1153917411
1,28481,19869,NULL,1:56989,1153917411
1,28481,19854,NULL,1:56988,1153917411
1,28481,19834,NULL,1:56987,1153917411
1,28481,19821,NULL,1:56986,1153917411
1,28481,19801,NULL,1:56985,1153917411
1,28481,19788,NULL,1:56984,1153917411
1,28481,19768,NULL,1:56983,1153917411
1,28481,19755,NULL,1:56982,1153917411
1,28481,19735,NULL,1:56981,1153917411
1,28481,19722,NULL,1:56980,1153917411
1,28481,19702,NULL,1:56979,1153917411
1,28481,19689,NULL,1:56978,1153917411
1,28481,19669,NULL,1:56977,1153917411
1,28481,19656,NULL,1:56976,1153917411
1,28481,19636,NULL,1:56975,1153917411
1,28481,19623,NULL,1:56974,1153917411
1,28481,19603,NULL,1:56973,1153917411
1,28481,19590,NULL,1:56972,1153917411
1,28481,19570,NULL,1:56971,1153917411
1,28481,19557,NULL,1:56970,1153917411
1,28481,19537,NULL,1:56969,1153917411
1,28481,19524,NULL,1:56968,1153917411
1,28481,19504,NULL,1:56967,1153917411
1,28481,19491,NULL,1:56966,1153917411
1,28481,19471,NULL,1:56965,1153917411
1,28481,19458,NULL,1:56964,1153917411
1,28481,19438,NULL,1:56963,1153917411
1,28481,19425,NULL,1:56962,1153917411
1,28481,19405,NULL,1:56961,1153917411
1,28481,19392,NULL,1:56960,1153917411
1,28481,19372,NULL,1:56959,1153917411
1,28481,19359,NULL,1:56958,1153917411
1,28481,19339,NULL,1:56957,1153917411
1,28481,19326,NULL,1:56956,1153917411
1,28481,19306,NULL,1:56955,1153917411
1,28481,19293,NULL,1:56954,1153917411
1,28481,19273,NULL,1:56953,1153917411
1,28481,19260,NULL,1:56952,1153917411
1,28481,19240,NULL,1:56951,1153917411
1,28481,19227,NULL,1:56950,1153917411
1,28481,19207,NULL,1:56949,1153917411
1,28481,19194,NULL,1:56948,1153917411
1,28481,19174,NULL,1:56947,1153917411
1,28481,19159,NULL,1:56946,1153917411
1,28481,19139,NULL,1:56945,1153917411
1,28481,19125,NULL,1:56944,1153917411
1,28481,19105,NULL,1:56943,1153917411
1,28481,19092,NULL,1:56942,1153917411
1,28481,19072,NULL,1:56941,1153917411
1,28481,24833,NULL,1:56940,1173974727
1,28481,24853,NULL,1:56939,1173974727
1,28481,19026,NULL,1:56938,1153917411
1,28481,19006,NULL,1:56937,1153917411
1,28481,18993,NULL,1:56936,1153917411
1,28481,18973,NULL,1:56935,1153917411
1,28481,18960,NULL,1:56934,1153917411
1,28481,18940,NULL,1:56933,1153917411
1,28481,18927,NULL,1:56932,1153917411
1,28481,18907,NULL,1:56931,1153917411
1,28481,18894,NULL,1:56930,1153917411
1,28481,18874,NULL,1:56929,1153917411
1,28481,18828,NULL,1:56928,1153917411
1,28481,18808,NULL,1:56927,1153917411
1,28481,18795,NULL,1:56926,1153917411
1,28481,18775,NULL,1:56925,1153917411
1,28481,18762,NULL,1:56924,1153917411
1,28481,18742,NULL,1:56923,1153917411
1,28481,18729,NULL,1:56922,1153917411
1,28481,18709,NULL,1:56921,1153917411
1,28481,18696,NULL,1:56920,1153917411
1,28481,18676,NULL,1:56919,1153917411
1,28481,18663,NULL,1:56918,1153917411
1,28481,18643,NULL,1:56917,1153917411
1,28481,24965,NULL,1:56916,1173974727
1,28481,24985,NULL,1:56915,1173974727
1,28481,18595,NULL,1:56914,1153917411
1,28481,18575,NULL,1:56913,1153917411
1,28481,18562,NULL,1:56912,1153917411
1,28481,18542,NULL,1:56911,1153917411
1,28481,18529,NULL,1:56910,1153917411
1,28481,18509,NULL,1:56909,1153917411
1,28481,25328,NULL,1:56908,1173974727
1,28481,25348,NULL,1:56907,1173974727
1,28481,18463,NULL,1:56906,1153917411
1,28481,18443,NULL,1:56905,1153917411
1,28481,18430,NULL,1:56904,1153917411
1,28481,18410,NULL,1:56903,1153917411
1,28481,18397,NULL,1:56902,1153917411
1,28481,18377,NULL,1:56901,1153917411
1,28481,18364,NULL,1:56900,1153917411
1,28481,18344,NULL,1:56899,1153917411
1,28481,18331,NULL,1:56898,1153917411
1,28481,18311,NULL,1:56897,1153917411
1,28481,18232,NULL,1:56896,1153917411
1,28481,18212,NULL,1:56895,1153917411
1,28481,18199,NULL,1:56894,1153917411
1,28481,18179,NULL,1:56893,1153917411
1,28481,18166,NULL,1:56892,1153917411
1,28481,18146,NULL,1:56891,1153917411
1,28481,18133,NULL,1:56890,1153917411
1,28481,18113,NULL,1:56889,1153917411
1,28481,18100,NULL,1:56888,1153917411
1,28481,18080,NULL,1:56887,1153917411
1,28481,18067,NULL,1:56886,1153917411
1,28481,18047,NULL,1:56885,1153917411
1,28481,18034,NULL,1:56884,1153917411
1,28481,18014,NULL,1:56883,1153917411
1,28481,17935,NULL,1:56878,1153917411
1,28481,17915,NULL,1:56877,1153917411
1,28481,17902,NULL,1:56876,1153917411
1,28481,17882,NULL,1:56875,1153917411
1,28481,17869,NULL,1:56874,1153917411
1,28481,17849,NULL,1:56873,1153917411
1,28481,18001,NULL,1:56882,1153917411
1,28481,17981,NULL,1:56881,1153917411
1,28481,17968,NULL,1:56880,1153917411
1,28481,17948,NULL,1:56879,1153917411
1,4411,17961,NULL,1:56109,1184854039
1,4411,17928,NULL,1:56108,1184854039
1,4411,17895,NULL,1:56107,1184854039
1,4411,17862,NULL,1:56106,1184854039
1,4411,17829,NULL,1:56105,1184854039
1,4411,17796,NULL,1:56104,1189431617
1,4411,17763,NULL,1:56103,1184854039
1,4411,17730,NULL,1:56102,1184854039
1,4411,17697,NULL,1:56101,1184854039
1,4411,17664,NULL,1:56100,1189431617
1,4411,17631,NULL,1:56099,1184854039
1,4411,17598,NULL,1:56098,1184854039
1,4411,17565,NULL,1:56097,1170076268
1,4411,17366,NULL,1:56091,1153917410
1,4411,17002,NULL,1:56090,1169641366
1,4387,13223,NULL,1:56089,1174551038
1,4387,13132,NULL,1:56088,1153917410
1,4387,13256,NULL,1:56087,1174559639
1,4411,18258,NULL,1:56118,1189431617
1,4411,18225,NULL,1:56117,1170076270
1,4411,18192,NULL,1:56116,1170076270
1,4411,18159,NULL,1:56115,1170076270
1,4411,18126,NULL,1:56114,1189431617
1,4411,18093,NULL,1:56113,1184854039
1,4411,18060,NULL,1:56112,1184854039
1,4411,18027,NULL,1:56111,1184854039
1,4387,13064,NULL,1:56086,1153917410
1,4387,13030,NULL,1:56085,1153917410
1,4411,19382,NULL,1:56152,1189431619
1,4411,19349,NULL,1:56151,1191729745
1,4411,19316,NULL,1:56150,1191729745
1,4411,19283,NULL,1:56149,1191729745
1,4411,19250,NULL,1:56148,1191729745
1,4411,19217,NULL,1:56147,1191729745
1,4411,19184,NULL,1:56146,1191729745
1,4411,19151,NULL,1:56145,1191729745
1,4411,19118,NULL,1:56144,1191729745
1,4411,19085,NULL,1:56143,1191729745
1,4411,19052,NULL,1:56142,1191729745
1,4411,19019,NULL,1:56141,1191729745
1,4411,18986,NULL,1:56140,1184854039
1,4411,18953,NULL,1:56139,1191729745
1,4411,18920,NULL,1:56138,1191729745
1,4411,18887,NULL,1:56137,1189431617
1,4411,18854,NULL,1:56136,1189431617
1,4411,18821,NULL,1:56135,1191729745
1,4411,18787,NULL,1:56134,1153917410
1,4411,18754,NULL,1:56133,1153917410
1,4411,18721,NULL,1:56132,1153917410
1,4411,18688,NULL,1:56131,1153917410
1,4411,18654,NULL,1:56130,1153917410
1,4411,18621,NULL,1:56129,1153917410
1,4411,18588,NULL,1:56128,1153917410
1,4411,18555,NULL,1:56127,1153917410
1,4411,18522,NULL,1:56126,1184854039
1,4411,18489,NULL,1:56125,1184854039
