1,1,23,1:3972,1153916280
1,2,23,1:3973,1153916280
1,3,23,1:3974,1153916280
1,4,12,1:3975,1153916280
1,5,12,1:3976,1153916280
1,6,12,1:3977,1153916280
1,7,12,1:3978,1153916280
1,8,12,1:3979,1153916280
1,9,12,1:3980,1153916280
1,10,12,1:3981,1153916280
1,11,12,1:3982,1153916280
1,12,12,1:3983,1153916280
1,13,13,1:3984,1153916281
1,14,14,1:3985,1153916281
1,15,14,1:3986,1153916281
1,16,14,1:3987,1153916281
1,17,17,1:3988,1153916281
1,18,9,1:3989,1153916281
1,19,1,1:3990,1153916281
1,20,2,1:3991,1153916281
1,21,3,1:3992,1153916281
1,22,5,1:3993,1153916281
1,23,6,1:3994,1153916281
1,24,17,1:3995,1153916281
1,25,17,1:3996,1153916281
1,26,7,1:3997,1153916281
1,27,91,1:3998,1153916281
1,28,8,1:3999,1153916281
1,29,9,1:4000,1153916281
1,30,63,1:4001,1153916281
1,31,63,1:4002,1153916281
1,32,63,1:4003,1153916281
1,33,63,1:4004,1153916281
1,34,63,1:4005,1153916281
1,35,63,1:4006,1153916281
1,36,63,1:4007,1153916281
1,37,63,1:4008,1153916281
1,38,63,1:4009,1153916281
1,39,63,1:4010,1153916281
1,40,64,1:4011,1153916281
1,41,109,1:4012,1153916281
1,42,109,1:4013,1153916281
1,43,109,1:4014,1153916281
1,44,15,1:4015,1153916281
1,45,15,1:4016,1153916281
1,46,17,1:4017,1153916281
1,47,18,1:4018,1153916281
1,48,19,1:4019,1153916281
1,49,20,1:4020,1153916281
1,50,21,1:4021,1153916281
1,51,22,1:4022,1153916281
1,52,22,1:4023,1153916281
1,53,27,1:4024,1153916281
1,54,27,1:4025,1153916281
1,55,24,1:4026,1153916281
1,56,25,1:4027,1153916281
1,57,25,1:4028,1153916281
1,58,25,1:4029,1153916281
1,59,31,1:4030,1153916281
1,60,32,1:4031,1153916281
1,61,20,1:4032,1153916281
1,62,122,1:4033,1153916281
1,63,110,1:4034,1153916281
1,64,4,1:4035,1153916281
1,65,26,1:4036,1153916281
1,66,119,1:4037,1153916281
1,67,119,1:4038,1153916281
1,68,119,1:4039,1153916281
1,69,119,1:4040,1153916281
1,70,119,1:4041,1153916281
1,71,119,1:4042,1153916281
1,72,119,1:4043,1153916281
1,73,119,1:4044,1153916281
1,74,119,1:4045,1153916281
1,75,119,1:4046,1153916281
1,76,16,1:4047,1153916281
1,77,16,1:4048,1153916281
1,78,16,1:4049,1153916281
1,79,16,1:4050,1153916281
1,80,16,1:4051,1153916281
1,81,16,1:4052,1153916281
1,82,33,1:4053,1153916281
1,83,26,1:4054,1153916281
1,84,26,1:4055,1153916281
1,85,26,1:4056,1153916281
1,86,26,1:4057,1153916281
1,87,10,1:4058,1153916281
1,28562,10,1:4059,1174549341
1,89,11,1:4060,1153916281
1,90,11,1:4061,1153916281
1,91,37,1:4062,1153916281
1,27817,240,1:56067,1153917409
1,27384,50,1:46011,1153916773
1,27388,134,1:46013,1153916773
1,27386,50,1:46012,1153916773
1,27381,121,1:46009,1153916773
1,27866,242,1:56072,1153917409
1,27401,50,1:46015,1153916773
1,27389,134,1:46014,1153916773
1,27380,134,1:46008,1153916773
1,27383,50,1:46010,1153916773
1,102,108,1:4073,1153916281
1,103,108,1:4074,1153916281
1,104,137,1:4075,1153916281
1,105,26,1:4076,1153916281
1,106,26,1:4077,1153916281
1,107,33,1:4078,1153916281
1,108,92,1:4079,1153916281
1,109,51,1:4080,1153916282
1,110,51,1:4081,1153916282
1,111,146,1:4082,1153916282
1,112,54,1:4083,1153916282
1,113,9,1:4084,1153916282
1,114,3,1:4085,1153916282
1,115,7,1:4086,1153916282
1,116,91,1:4087,1153916282
1,117,8,1:4088,1153916282
1,118,9,1:4089,1153916282
1,119,10,1:4090,1153916282
1,28563,10,1:4091,1174549369
1,121,63,1:4092,1153916282
1,122,63,1:4093,1153916282
1,123,63,1:4094,1153916282
1,124,63,1:4095,1153916282
1,125,63,1:4096,1153916282
1,126,63,1:4097,1153916282
1,127,63,1:4098,1153916282
1,128,63,1:4099,1153916282
1,129,63,1:4100,1153916282
1,130,63,1:4101,1153916282
1,131,64,1:4102,1153916282
1,132,110,1:4103,1153916282
1,133,137,1:4104,1153916282
1,134,131,1:4105,1153916282
1,135,131,1:4106,1153916282
1,136,109,1:4107,1153916282
1,137,109,1:4108,1153916282
1,138,109,1:4109,1153916282
1,139,12,1:4110,1153916282
1,140,12,1:4111,1153916282
1,141,12,1:4112,1153916282
1,142,12,1:4113,1153916282
1,143,12,1:4114,1153916282
1,144,12,1:4115,1153916282
1,145,12,1:4116,1153916282
1,146,12,1:4117,1153916282
1,147,12,1:4118,1153916282
1,148,26,1:4119,1153916282
1,149,26,1:4120,1153916282
1,150,33,1:4121,1153916282
1,151,33,1:4122,1153916282
1,152,26,1:4123,1153916282
1,153,26,1:4124,1153916282
1,154,146,1:4125,1153916282
1,155,60,1:4126,1153916282
1,156,61,1:4127,1153916282
1,157,61,1:4128,1153916282
1,158,60,1:4129,1153916282
1,159,60,1:4130,1153916282
1,160,60,1:4131,1153916282
1,161,60,1:4132,1153916282
1,162,60,1:4133,1153916282
1,163,60,1:4134,1153916282
1,164,60,1:4135,1153916282
1,165,60,1:4136,1153916282
1,166,60,1:4137,1153916282
1,167,60,1:4138,1153916282
1,168,60,1:4139,1153916282
1,169,60,1:4140,1153916282
1,170,60,1:4141,1153916282
1,171,60,1:4142,1153916282
1,172,60,1:4143,1153916282
1,173,57,1:4144,1153916282
1,174,59,1:4145,1153916282
1,175,58,1:4146,1153916282
1,176,65,1:4147,1153916282
1,177,65,1:4148,1153916282
1,178,65,1:4149,1153916282
1,179,65,1:4150,1153916282
1,180,65,1:4151,1153916282
1,181,65,1:4152,1153916282
1,182,65,1:4153,1153916282
1,183,65,1:4154,1153916282
1,184,65,1:4155,1153916282
1,185,65,1:4156,1153916282
1,186,65,1:4157,1153916282
1,187,65,1:4158,1153916282
1,188,65,1:4159,1153916282
1,189,65,1:4160,1153916282
1,190,66,1:4161,1153916282
1,191,68,1:4162,1153916282
1,192,90,1:4163,1153916282
1,193,60,1:4164,1153916282
1,194,58,1:4165,1153916282
1,195,58,1:4166,1153916282
1,196,58,1:4167,1153916283
1,197,58,1:4168,1153916283
1,198,58,1:4169,1153916283
1,199,61,1:4170,1153916283
1,200,61,1:4171,1153916283
1,201,59,1:4172,1153916283
1,202,57,1:4173,1153916283
1,203,58,1:4174,1153916283
1,204,60,1:4175,1153916283
1,205,60,1:4176,1153916283
1,206,60,1:4177,1153916283
1,207,60,1:4178,1153916283
1,208,60,1:4179,1153916283
1,209,60,1:4180,1153916283
1,210,60,1:4181,1153916283
1,211,60,1:4182,1153916283
1,212,60,1:4183,1153916283
1,213,60,1:4184,1153916283
1,214,60,1:4185,1153916283
1,215,60,1:4186,1153916283
1,216,60,1:4187,1153916283
1,217,60,1:4188,1153916283
1,218,60,1:4189,1153916283
1,219,93,1:4190,1153916283
1,220,94,1:4191,1153916283
1,341,133,1:45993,1153916773
1,222,96,1:4193,1153916283
1,223,142,1:4194,1153916283
1,224,99,1:4195,1153916283
1,225,100,1:4196,1153916283
1,226,100,1:4197,1153916283
1,227,103,1:4198,1153916283
1,228,126,1:4199,1153916283
1,229,126,1:4200,1153916283
1,230,104,1:4201,1153916283
1,231,105,1:4202,1153916283
1,232,105,1:4203,1153916283
1,233,105,1:4204,1153916283
1,234,105,1:4205,1153916283
1,235,105,1:4206,1153916283
1,236,105,1:4207,1153916283
1,237,69,1:4208,1153916283
1,238,69,1:4209,1153916283
1,239,69,1:4210,1153916283
1,240,69,1:4211,1153916283
1,241,69,1:4212,1153916283
1,242,69,1:4213,1153916283
1,243,69,1:4214,1153916283
1,244,69,1:4215,1153916283
1,245,69,1:4216,1153916283
1,246,69,1:4217,1153916283
1,247,69,1:4218,1153916283
1,248,69,1:4219,1153916283
1,249,69,1:4220,1153916283
1,343,65,1:2525,1153916452
1,345,65,1:2523,1153916452
1,4387,268,1:56053,1153917409
1,27333,50,1:46004,1153916773
1,28214,269,1:56075,1153917409
1,354,133,1:45999,1153916773
1,349,65,1:2519,1153916452
1,348,65,1:2520,1153916452
1,347,65,1:2521,1153916452
1,342,133,1:45994,1153916773
1,350,133,1:45995,1153916773
1,28479,261,1:56078,1153917409
1,27331,50,1:46002,1153916773
1,27711,236,1:56065,1153917409
1,353,133,1:45998,1153916773
1,352,133,1:45997,1153916773
1,346,65,1:2522,1153916452
1,344,65,1:2524,1153916452
1,351,133,1:45996,1153916773
1,269,122,1:4240,1153916284
1,270,65,1:4241,1153916285
1,271,16,1:4242,1153916285
1,272,118,1:4243,1153916285
1,273,104,1:4244,1153916285
1,274,120,1:4245,1153916285
1,275,125,1:4246,1153916285
1,276,122,1:4247,1153916285
1,277,132,1:4248,1153916285
1,278,129,1:4249,1153916285
1,279,133,1:4250,1153916285
1,280,133,1:4251,1153916285
1,281,133,1:4252,1153916285
1,282,134,1:4253,1153916285
1,283,135,1:4254,1153916285
1,284,139,1:4255,1153916285
1,285,139,1:4256,1153916285
1,286,140,1:4257,1153916285
1,287,140,1:4258,1153916285
1,288,140,1:4259,1153916285
1,289,140,1:4260,1153916285
1,290,140,1:4261,1153916285
1,291,138,1:4262,1153916285
1,292,138,1:4263,1153916285
1,293,138,1:4264,1153916285
1,294,138,1:4265,1153916285
1,295,141,1:4266,1153916285
1,296,137,1:4267,1153916285
1,297,141,1:4268,1153916285
1,298,137,1:4269,1153916285
1,299,142,1:4270,1153916285
1,300,144,1:4271,1153916285
1,301,144,1:4272,1153916285
1,302,145,1:4273,1153916285
1,303,145,1:4274,1153916285
1,304,130,1:4275,1153916285
1,305,130,1:4276,1153916285
1,306,119,1:4277,1153916285
1,307,65,1:4278,1153916285
1,308,123,1:4279,1153916285
1,309,124,1:4280,1153916285
1,310,53,1:4281,1153916286
1,311,52,1:4282,1153916286
1,312,52,1:4283,1153916286
1,313,52,1:4284,1153916286
1,314,53,1:4285,1153916286
1,315,52,1:4286,1153916286
1,316,52,1:4287,1153916286
1,317,52,1:4288,1153916286
1,318,67,1:4289,1153916288
1,319,67,1:4290,1153916288
1,320,111,1:4291,1153916289
